date,user,coordinates,text,place,bounding_box
Mon May 17 14:11:24 +0000 2021,KareemFarid,no coordinates,https://t.co/tAknbbWkfm,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 14:11:25 +0000 2021,bentsheye,no coordinates,@narjes_1996 @haymhkme11 نفسي اعرف شو دخل ابن زايد وابن سلمان حفظهما الله في الي صاير في فلسطين هم مسئولين عن شعبهم… https://t.co/2XVyBZgCPq,عجمان,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Mon May 17 14:11:26 +0000 2021,one_abadani,no coordinates,@0ceandr1ve جهت مختصر کردن وویس های  دوستان کافی آنها را برای ما فروارد کنیدما با شنیدن آنها می توانیم وویس جدید ب… https://t.co/DSI7c4MMf5,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 14:11:33 +0000 2021,FIlkhchooie,no coordinates,مجیدی-تنها-نیست,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 14:11:39 +0000 2021,ivfwaladoctor,[55.2741 25.1994],#Satyavachan🔥 @ Dubai United Arab Emirates https://t.co/LIdVtBZr8y,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 14:11:50 +0000 2021,eatablesalama,no coordinates,✨ https://t.co/ItvhzKeseE,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 14:11:55 +0000 2021,Saeedbunawas,no coordinates,@jjjellyboo https://t.co/gguO6O2UTO,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 14:11:56 +0000 2021,MohammedNaiem5,no coordinates,You don't have to be a Muslim to support Palestine. If we are human let's be human.,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 14:12:03 +0000 2021,AbAlhaj1,no coordinates,🇶🇦 قطر  ، التكرار يعلم الحمار  . ياخريان كم بنعلم فيك ؟,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 14:12:04 +0000 2021,Jafri_M_Mehdi,no coordinates,@ALIMOLAas ♥️ https://t.co/lKvEf09bHU,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 14:12:07 +0000 2021,jackjames331,no coordinates,Soon.,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 14:12:10 +0000 2021,EisaBukhalaf,no coordinates,@M7md10q1 لاتضحك 😂🤍,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 14:12:22 +0000 2021,adil_553,no coordinates,جاوید ہاشمی کی فریاد سن لو ۔,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 14:12:43 +0000 2021,_m20ii,no coordinates,ان كان كلامه صحيح مصيبه والله https://t.co/OcYmZYOGgF,الشرقي,[[[44.656969 17.016762] [44.656969 29.103106] [55.666667 29.103106] [55.666667 17.016762]]]
Mon May 17 14:12:43 +0000 2021,FenderskiMasome,no coordinates,از تو به یک اشاره از ما به سر دویدن با انتخاب دولت جوان انقلابی سرنوشت کشورمان را به سمت آبادانی ، امنیت و آرامش… https://t.co/ascnnRYr5g,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
