date,user,coordinates,text,place,bounding_box
Fri Apr 30 16:08:49 +0000 2021,ARACELYS_APONTE,no coordinates,قال: لِمَنْ أَطَابَ الكَلامَ، و أَطْعَمَ الطَّعَامَ ،#تحبببب_ااالعفوووو_فاعفففف_عنااااا96p,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:50 +0000 2021,ernestopc1234,no coordinates,رانسى: اسم غزال، ويقال اسم نهر أيضاً.#تحبببب_ااالعفوووو_فاعفففف_عنااااا15p,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:51 +0000 2021,rcedelo,no coordinates,بصلاة الضحى#تحبببب_ااالعفوووو_فاعفففف_عناااااNlA,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:52 +0000 2021,SUPERMIXTERIO,no coordinates,ليس بين آفات النفس ماهو أشد من الحسد ..#تحبببب_ااالعفوووو_فاعفففف_عناااااsHl,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:53 +0000 2021,ariesalex159,no coordinates,والتحفيز#تحبببب_ااالعفوووو_فاعفففف_عناااااTjW,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:54 +0000 2021,HWHSharry_1994,no coordinates,بشار : كثير السرور طلق الوجه البشوش#تحبببب_ااالعفوووو_فاعفففف_عناااااN8E,المملكة العربية السعودية,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:55 +0000 2021,lomaspervertido,no coordinates,اللهم اجعل هذا الصباح تفريجاً لكل هم وتحقيقاً لگل أمل وأستجابة لكل دعوة ورحمة لگل ميت وشفاء لكل مرييض#تحبببب_ااالعفوووو_فاعفففف_عناااااlGC,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:56 +0000 2021,danymoca92,no coordinates,اللهمَّ أنتَ حسبي حين تضيق بي الحياة#تحبببب_ااالعفوووو_فاعفففف_عناااااq2v,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:57 +0000 2021,saritabp24,no coordinates,الشهيد: العالم بكل مخلوق#تحبببب_ااالعفوووو_فاعفففف_عناااااWo5,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:58 +0000 2021,ciesann,no coordinates,هند : اسم من السيف#تحبببب_ااالعفوووو_فاعفففف_عناااااnIj,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:59 +0000 2021,HVACinstock,no coordinates,إلا وقد عفوت#تحبببب_ااالعفوووو_فاعفففف_عنااااا0Sk,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:00 +0000 2021,ElectILDems,no coordinates,والمصادفة#تحبببب_ااالعفوووو_فاعفففف_عناااااdJ9,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:01 +0000 2021,vanearali,no coordinates,اللطيف: العالم بخفايا الأمور ودقائقها البر بعباده المحسن إليهم#تحبببب_ااالعفوووو_فاعفففف_عناااااPaD,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:02 +0000 2021,albaniadani,no coordinates,واستجابة للدعوات#تحبببب_ااالعفوووو_فاعفففف_عناااااykZ,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:03 +0000 2021,modaymodo,no coordinates,اظم : ساكت#تحبببب_ااالعفوووو_فاعفففف_عناااااK56,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:03 +0000 2021,Babar_1986,no coordinates,"ﻭﮦ ﺟﺲ ﮐﻮ ﺩﯾﮑﮭﻨﺎ ﺑﮭﯽ ﻋﺒﺎﺩﺕ ﮐﮩﺎ ﮔﯿﺎ،ﮈﻭﺑﺎ ﮨﻮﺍ ﮨﮯ ﺧﻮﻥ ﻣﯿﮟ ﻭﮦ ﭼﮩﺮﮦ ﺍﻣﺎﻡؑ ﮐﺎـ ""سَلونِی قَبلَ اَن تَفقِدُونی"" کی صداؤں س… https://t.co/SsqOtkUjxs",Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:09:04 +0000 2021,Espinozapaz_gto,no coordinates,لانا: من اللين.#تحبببب_ااالعفوووو_فاعفففف_عناااااSYn,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:05 +0000 2021,mcdobangerz16,no coordinates,"قال عليه الصلاة والسلام:""إِنَّ في الجنةِ غُرَفًا يُرى ظَاهِرُها من باطِنِها ، و باطِنُها من ظَاهِرِها.… https://t.co/nsKdeju7FO",Reino da Arábia Saudita,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:06 +0000 2021,jameswilkin123,no coordinates,من عذرب العالم لقوا به عذاريب#تحبببب_ااالعفوووو_فاعفففف_عنااااا7p9,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:07 +0000 2021,valerod_222,no coordinates,وناااااام القــمــر بوسااادتك#تحبببب_ااالعفوووو_فاعفففف_عناااااzOu,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:07 +0000 2021,shmr80,no coordinates,@motazelshamy كارتيرون أسوأ واجبن مدرب درب الزمالك,الشارقة,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:09:07 +0000 2021,hsmoghaddasi,no coordinates,@nargesbabaeiiii نه فاخر نیستم اون موقع جوون بودم انرژی داشتم نشستم دوبار فرهنگ لغت عمید رو خوندم فک کنم اونجا دیدم 😅,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:09:08 +0000 2021,IsabelaBreto,no coordinates,اللهم أغفر لموتنا وارحمهم#تحبببب_ااالعفوووو_فاعفففف_عناااااyF5,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:09 +0000 2021,AriFakes,no coordinates,وقبول الأعمال#تحبببب_ااالعفوووو_فاعفففف_عناااااHyD,Reino da Arábia Saudita,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:10 +0000 2021,proverbiodeldia,no coordinates,العفو: يمحو سيئات من يستغفره#تحبببب_ااالعفوووو_فاعفففف_عنااااا0xr,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:11 +0000 2021,emilcederre,no coordinates,أميرة : معناه حاكمة من أسرة حاكمة سيدة بنت ملك#تحبببب_ااالعفوووو_فاعفففف_عناااااz63,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:12 +0000 2021,nathyc2_,no coordinates,لجين: معناه الفضّة،#تحبببب_ااالعفوووو_فاعفففف_عناااااcS4,Reino da Arábia Saudita,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:12 +0000 2021,FilmsAficionado,no coordinates,@Film4 https://t.co/2Ixltwy5f0,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:09:13 +0000 2021,YannBenavente,no coordinates,اللـهـم آنسه في وحشته واغفر له زلّته اللـهـم انزله منزلاً مباركا وانت خير المنزلين#تحبببب_ااالعفوووو_فاعفففف_عناااااj2c,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:14 +0000 2021,ferfranco210,no coordinates,ولكن ثقافتها تختلف#تحبببب_ااالعفوووو_فاعفففف_عناااااZIS,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:15 +0000 2021,Salwa_alzarouni,no coordinates,الله يكبر بعقولكم يا الامعة,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:09:15 +0000 2021,calafell85,no coordinates,لتحول الفكرة داخل ذهن المُتلقي إلي حقيقة واقعة#تحبببب_ااالعفوووو_فاعفففف_عناااااWhb,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:15 +0000 2021,majidyadollahz1,no coordinates,@curlymoana_ 😁⁦♥️⁩,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:09:16 +0000 2021,SofiaMaeline,no coordinates,أسأل الله لنا ولكم  قبولاً للطاعات#تحبببب_ااالعفوووو_فاعفففف_عناااااkPv,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:17 +0000 2021,FranWI6,no coordinates,ربي لك عباد ينتظرون فرجًا فبشرهم ،#تحبببب_ااالعفوووو_فاعفففف_عناااااtw5,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:18 +0000 2021,angelbastri,no coordinates,يا مُحيي العظام وهي رميم أحيي العافية في جسد كل مريض ، اللهم اشفِ كل من طال بلائه وتعسّر شفاؤه وهو عليك هيّن ، لا إ… https://t.co/b0Y72g5EpC,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:19 +0000 2021,VUELO_904,no coordinates,أسماء بنات جديدة 2021#تحبببب_ااالعفوووو_فاعفففف_عناااااH3f,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:20 +0000 2021,jerryshining,no coordinates,وشرحنا صدورنا#تحبببب_ااالعفوووو_فاعفففف_عنااااا7EG,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:21 +0000 2021,misellpolanco,no coordinates,وأستر عوراتنا،#تحبببب_ااالعفوووو_فاعفففف_عنااااا1ii,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:22 +0000 2021,soph12yh,no coordinates,غسان : ناضر الشباب#تحبببب_ااالعفوووو_فاعفففف_عنااااا7hL,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:23 +0000 2021,Eli84L,no coordinates,وقلبا خاشعا#تحبببب_ااالعفوووو_فاعفففف_عناااااVNy,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:23 +0000 2021,SSForRace,no coordinates,@mohd_kawthar @Hayataholica @Salwa_alzarouni هذا 😆 https://t.co/TzY7O6Zsd2,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:09:24 +0000 2021,Pedro_142857,no coordinates,للجميع في قطاع صناعي#تحبببب_ااالعفوووو_فاعفففف_عناااااxkk,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:25 +0000 2021,BeBezithop3,no coordinates,اللهم أسعد قلوبهم و نور دروبهم و يسر أمورهم و اشرح صدورهم و اجعل لهم في كل خطوة فرجاً#تحبببب_ااالعفوووو_فاعفففف_عناااااzwL,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:26 +0000 2021,omidshl1994,no coordinates,@hairyguy20 هیچیش معلوم نیست که😅,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:09:26 +0000 2021,jdavid6894,no coordinates,وكانت المفاجأة هى التطابق#تحبببب_ااالعفوووو_فاعفففف_عناااااMHn,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:27 +0000 2021,suesjoeykidney,no coordinates,على قطع التفاحة بهذه الطريقة#تحبببب_ااالعفوووو_فاعفففف_عناااااRYX,المملكة العربية السعودية,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:28 +0000 2021,isis_betzadai,no coordinates,و به يطيب الذكر و الصلوات#تحبببب_ااالعفوووو_فاعفففف_عناااااHzU,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:29 +0000 2021,KeilaJoyeria,no coordinates,العظيم: البالغ أقصى مراتب العظمة والجلال والكمال#تحبببب_ااالعفوووو_فاعفففف_عناااااraV,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:31 +0000 2021,tinidelight,no coordinates,الذي لا يعلمه أحد غيرك هو سر#تحبببب_ااالعفوووو_فاعفففف_عنااااا77f,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:32 +0000 2021,Tpnetro01,no coordinates,(وَاخْفِضْ لَهُمَا جَنَاحَ الذُّلِّ مِنَ الرَّحْمَةِ)#تحبببب_ااالعفوووو_فاعفففف_عنااااا8Wr,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:32 +0000 2021,psrx,no coordinates,@JagbaniOnline Shehnaaz Kaur Gill #ShehnaazGill #Shehnaazians #ShineFam ♥️✨❤️,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:09:33 +0000 2021,Lau_9605,no coordinates,ربي لك عباد ينتظرون فرجًا فبشرهم ،#تحبببب_ااالعفوووو_فاعفففف_عناااااkvM,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:34 +0000 2021,movilppj,no coordinates,من الإبداع الفكري التنظيمي#تحبببب_ااالعفوووو_فاعفففف_عناااااE6S,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:35 +0000 2021,guarura03,no coordinates,(وَاخْفِضْ لَهُمَا جَنَاحَ الذُّلِّ مِنَ الرَّحْمَةِ)#تحبببب_ااالعفوووو_فاعفففف_عناااااIqh,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:35 +0000 2021,nisha22222,[55.20183104 25.05365336],Just posted a photo @ Jumeirah Village Circle Dubai https://t.co/keZ0svoGef,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:09:36 +0000 2021,Banda_Bravata,no coordinates,ألطاف:جمع لطف أي رفق معناه هدايا تكرمات هبات الناعمة اللطيفة#تحبببب_ااالعفوووو_فاعفففف_عناااااMpN,Reino da Arábia Saudita,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:37 +0000 2021,titanlilian,no coordinates,﴿ وَأَقِيمُوا الصَّلَاةَ وَبَشِّرِ الْمُؤْمِنِينَ ﴾#تحبببب_ااالعفوووو_فاعفففف_عنااااا4sn,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:37 +0000 2021,sha3ro7,no coordinates,فطـور العافيهہ عليكم .￼￼♥️🙃✋🏻,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:09:38 +0000 2021,Los2Charruas,no coordinates,أوفر الحظ والنصيب يا أكرم الأكرمين .#تحبببب_ااالعفوووو_فاعفففف_عنااااا5RS,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:39 +0000 2021,CauduroEugenia,no coordinates,المجيب: يستجيب دعاء عباده#تحبببب_ااالعفوووو_فاعفففف_عنااااا8pA,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:40 +0000 2021,duardova,no coordinates,فَكلُّهُ إلى صَرفِ الزَّمانِ وعَدلِهِ  َيبدُو لهُ مَا لم يَكُن في حِسِابِهِ#تحبببب_ااالعفوووو_فاعفففف_عناااااd8B,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:41 +0000 2021,FansBarbieAbreu,no coordinates,لا اله الا الله#تحبببب_ااالعفوووو_فاعفففف_عناااااC8D,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:41 +0000 2021,yackiepr28,no coordinates,استمطرها بالاستغفار والدعاء#تحبببب_ااالعفوووو_فاعفففف_عناااااcdg,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:42 +0000 2021,elbe_271_271,no coordinates,الذى يحتاج لاستخدام#تحبببب_ااالعفوووو_فاعفففف_عناااااKPw,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:43 +0000 2021,bp334lp,no coordinates,اللهم ردنا إليك رداً جميلاً ،#تحبببب_ااالعفوووو_فاعفففف_عناااااdnh,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:44 +0000 2021,zicadanyh16,no coordinates,الشهيد: العالم بكل مخلوق#تحبببب_ااالعفوووو_فاعفففف_عناااااaHz,Reino da Arábia Saudita,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:45 +0000 2021,jimeechaz,no coordinates,ولا يامحمد#تحبببب_ااالعفوووو_فاعفففف_عناااااiZw,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:46 +0000 2021,AlexYoPorTi,no coordinates,اللهم إنا نعوذ بك من عثرةٍ لا تُعذر ،  و نعوذ بك من زلةٍ  لا تُغفر ، و نعوذ بك من كسرةٍ لا تُجبر#تحبببب_ااالعفوووو_فاعفففف_عناااااkZE,Reino da Arábia Saudita,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:47 +0000 2021,candacetodd519,no coordinates,وأعفُ عنا إنك أنت العفو..#تحبببب_ااالعفوووو_فاعفففف_عناااااl3a,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:48 +0000 2021,lorena_ruffo1,no coordinates,وآجرنا من عذاب النار#تحبببب_ااالعفوووو_فاعفففف_عناااااcQx,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:48 +0000 2021,BachSimon,no coordinates,@nikioconnor0 @ShaneHarmon @skystadium To watch ? Get a dodgy box from dragonmart..,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:09:49 +0000 2021,rafabustamante3,no coordinates,وسياسة القوى العاملة#تحبببب_ااالعفوووو_فاعفففف_عناااااhdQ,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:50 +0000 2021,MizzJasminejade,no coordinates,الى افضل مستوي تدريبي#تحبببب_ااالعفوووو_فاعفففف_عناااااLWF,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:50 +0000 2021,AOP_216,no coordinates,@Oluwaderinsola0 @Uncle2Triplets Abi now..i will use it later later,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:09:51 +0000 2021,elenamolinero86,no coordinates,وتم تدريب العاملين#تحبببب_ااالعفوووو_فاعفففف_عنااااا0Ak,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:51 +0000 2021,S_Enanda,no coordinates,@OmzBk Spot on broo,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:09:52 +0000 2021,ral_m27,no coordinates,ﻭﺍﺩﺧﻠﻨﻰ ﺑﺮﺣﻤﺘﻚ ﻓﻲ ﻋﺒﺎﺩﻙ ﺍﻟﺼﺎﻟﺤﻴﻦ#تحبببب_ااالعفوووو_فاعفففف_عناااااHBO,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:53 +0000 2021,cezz98,no coordinates,عليكَ توكُلي يارب#تحبببب_ااالعفوووو_فاعفففف_عناااااsdB,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:53 +0000 2021,yukom28,no coordinates,(ألم يعلم بأن الله يرى) ؟#تحبببب_ااالعفوووو_فاعفففف_عنااااا5Pn,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:54 +0000 2021,a0405maldonado,no coordinates,اللهم إجعلنا واياهم ممن تدركهم الرحمة#تحبببب_ااالعفوووو_فاعفففف_عناااااfwm,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:55 +0000 2021,hectormejiasm,no coordinates,ولم يرد مكبَّراً،#تحبببب_ااالعفوووو_فاعفففف_عناااااpte,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:55 +0000 2021,ariesalex159,no coordinates,فالحمد لله على كل شي أولاً وآخرا.#تحبببب_ااالعفوووو_فاعفففف_عناااااUNc,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:55 +0000 2021,DubaiWellbeing,[55.23109317 25.19335998],Just posted a photo @ Jumairah Beach DubaiUAE https://t.co/dDvGhUO0uy,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:09:56 +0000 2021,NOH8Venezuela,no coordinates,وأمدّنا بوافر جُودك وإجعل لنا مع نسمات هذا الصباح#تحبببب_ااالعفوووو_فاعفففف_عناااااiC0,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:57 +0000 2021,Nasimooon,no coordinates,@negamara81 یاخدا:)) من فکر می‌کردم فامیل ما عتیقه بوده که همیشه آخر مهمونیا با انگشت بالا می‌آورد آخرش زخم معده گر… https://t.co/TH1Qguh4mX,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:09:57 +0000 2021,jazyjesi,no coordinates,اصيل : ذو اصالة والوقت بين العصر والمغرب#تحبببب_ااالعفوووو_فاعفففف_عناااااW0g,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:57 +0000 2021,MystikMalik,no coordinates,لجين: معناه الفضّة،#تحبببب_ااالعفوووو_فاعفففف_عناااااsIP,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:58 +0000 2021,bukhari_dikko,no coordinates,If your girl sabi Oruma run oooooo,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:09:58 +0000 2021,dingoshotdogs,no coordinates,وفقا لثقافته#تحبببب_ااالعفوووو_فاعفففف_عناااااOrJ,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:58 +0000 2021,AbdullahYounnis,no coordinates,#يوم_زايد_للعمل_اﻹنساني وفاء للذكرى واستمرار على النهج . #يوم_العمل_الإنساني https://t.co/MWT3b0WWsM,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
